id,entryId,entryOwnerText,entryTenantText,entryCategoryText,rent,cadaster1808Correspondance,toponym,entryCategories,cadaster1808ClosestParcel,position,entryOwnerText_l,entryTenantText_l,TenantExtracted,OwnerExtracted,OwnerExtractedClean,TenantExtractedClean
6335,310.0,Enrico Dandolo,Bortolo Cessi,Casa in soler,28.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.3348533, 45.43625652]",enrico dandolo,bortolo cessi,"('bortoloti', 73)","('dandolo', 100)",dandolo,
6336,311.0,Fantin Dandolo,Nicolò Pisenti,Cassetta a pepian,,,Corte della Comedia,['housing'],13268,"[12.33483627, 45.43627948]",fantin dandolo,nicolò pisenti,"('pisenti', 100)","('dandolo', 100)",dandolo,pisenti
6337,312.0,Antonio Dandolo,Antonio Manenti,Casa in soler,30.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.33481879, 45.43629839]",antonio dandolo,antonio manenti,"('manenti', 100)","('dandolo', 100)",dandolo,manenti
6338,313.0,Antonio Dandolo,Zuanne Verder,Casa in soler,30.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.33480252, 45.43631867]",antonio dandolo,zuanne verder,"('zuanne', 100)","('dandolo', 100)",dandolo,zuanne
6339,314.0,Gerolemo Gradengio,,Casa in soler inhabitata per esser derocata,58.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.33473041, 45.43645444]",gerolemo gradengio,nan,"('nani', 86)","('gradengo', 62)",,
6340,315.0,Alvise Michielli,Zuanne Bercelli,"Casetta in soler, et a pepian",22.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.33477972, 45.43646412]",alvise michielli,zuanne bercelli,"('zuanne', 100)","('michielli', 100)",michielli,zuanne
6341,316.0,Antonio Dandolo,Nel primo Iseppo Lazeromo,Casa in soler in due apartamenti,30.0,,Corte della Comedia,"['housing', 'storage']",13268,"[12.33484152, 45.43649297]",antonio dandolo,nel primo iseppo lazeromo,"('rizzo patarol', 47)","('dandolo', 100)",dandolo,
6342,342.0,Per uso et habitatione propria di Giovanni Battista Loredan,,Palazzo,,1312.0,Sopra la Riva del Carbon,['palace'],1312,"[12.33415035, 45.43660268]",per uso et habitatione propria di giovanni battista loredan,nan,"('nani', 86)","('loredan', 100)",loredan,
6343,343.0,Giovanni Battista Loredan,,Appartamento di detto Palazzo hora inafittato,300.0,1312.0,Sopra la Riva del Carbon,"['housing', 'palace']",1312,"[12.33410216, 45.43658368]",giovanni battista loredan,nan,"('nani', 86)","('loredan', 100)",loredan,
6344,346.0,Pietro Vitturi,Domenica Martinelli,"Casa in soler, et a pepian",30.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33440831, 45.43645231]",pietro vitturi,domenica martinelli,"('martinelli', 100)","('vitturi', 100)",vitturi,martinelli
6345,347.0,Zuanne Vitturi,Angela Belloni,"Casetta in soler, et a pepian",28.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33444484, 45.43640824]",zuanne vitturi,angela belloni,"('belloni', 100)","('vitturi', 100)",vitturi,belloni
6346,348.0,Pietro Vitturi,Giovanni Battista Moroso,Casa in soler,20.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33447054, 45.4363774]",pietro vitturi,giovanni battista moroso,"('battistini', 59)","('vitturi', 100)",vitturi,
6347,349.0,Conte Gerolemo Onigo,Christofolo Millesii,Casa in soler,15.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33449997, 45.43634844]",conte gerolemo onigo,christofolo millesii,"('cristofoli', 67)","('tolonigo', 57)",,
6348,350.0,Pietro Vitturi,Francesco Pattella,Casa in soler,27.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33453238, 45.43631057]",pietro vitturi,francesco pattella,"('francesconi', 62)","('vitturi', 100)",vitturi,
6349,351.0,Zuanne Vitturi,Martin Salappope,Casa in soler,13.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33460024, 45.43633281]",zuanne vitturi,martin salappope,"('martin', 100)","('vitturi', 100)",vitturi,martin
6350,352.0,Antonio Dandolo,Giovanni Battista Lanzi,Casa in soler,14.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33459486, 45.43620332]",antonio dandolo,giovanni battista lanzi,"('battistiol', 61)","('dandolo', 100)",dandolo,
6351,353.0,Antonio Dandolo,Mattio Costa,Casa in soler,22.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33462493, 45.4361609]",antonio dandolo,mattio costa,"('costa', 100)","('dandolo', 100)",dandolo,costa
6352,368.0,Scuola Grande della Charità,Pietro Brunetti datagli per amor di Dio,Una casa in soler,,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33489845, 45.43590766]",scuola grande della charità,pietro brunetti datagli per amor di dio,"('di', 100)","('scuola', 100)",scuola,
6353,369.0,Scuola Grande della Charità,Domenico Filetto,Casa in soler,36.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33492673, 45.43587598]",scuola grande della charità,domenico filetto,"('filetto', 100)","('scuola', 100)",scuola,filetto
6354,370.0,Francesco Foscari,Giovanni Battista Galli Menafoglio,Casa in soler,44.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33489675, 45.43583531]",francesco foscari,giovanni battista galli menafoglio,"('galli', 100)","('foscari', 100)",foscari,galli
6355,367.0,Pietro Bembo,Gasparina Relita del quondam Zorzi Piatti,Casa in soler,40.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33480574, 45.43589831]",pietro bembo,gasparina relita del quondam zorzi piatti,"('zorzi', 100)","('bembo', 100)",bembo,zorzi
6356,354.0,Francesco Foscari,Giacomo Armano,Casa in soler,40.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33460321, 45.43610739]",francesco foscari,giacomo armano,"('armano', 100)","('foscari', 100)",foscari,armano
6357,355.0,Francesco Foscari,Bortolamio Pieri,Casa in soler,55.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33462776, 45.43607383]",francesco foscari,bortolamio pieri,"('pieri', 100)","('foscari', 100)",foscari,pieri
6358,356.0,Giovanni Battista Vitturi,Zannetta Relita del quondam Roccho de Marco,Casa in soler,36.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33467051, 45.43614131]",giovanni battista vitturi,zannetta relita del quondam roccho de marco,"('de', 100)","('vitturi', 100)",vitturi,
6359,357.0,Cattarina Maria Falier Corner,Bortolo Licini,"Casetta a pepian, et in soler",19.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33467254, 45.43609823]",cattarina maria falier corner,bortolo licini,"('licini', 100)","('falier', 100)",falier,licini
6360,358.0,Cattarina Maria Falier Corner,Antonio Facchina,Bottega da Marangon,16.0,,Calle del Carbon,['shop'],13268,"[12.33468108, 45.43607957]",cattarina maria falier corner,antonio facchina,"('antoniassi', 62)","('falier', 100)",falier,
6361,359.0,Francesco Foscari,L'Arte de Carboneri,Casetta a pepian,20.0,,Calle del Carbon,['housing'],13268,"[12.3347307, 45.43605557]",francesco foscari,l'arte de carboneri,"('de', 100)","('foscari', 100)",foscari,
6362,360.0,Alvise Michielli,Simon Saramuel detto Campalto,Casa in soler,32.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33474654, 45.43604426]",alvise michielli,simon saramuel detto campalto,"('campo in collo', 47)","('michielli', 100)",michielli,
6363,361.0,Alvise Michielli,Giovanni Battista Menegotto,Casa in soler,36.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33475997, 45.4360302]",alvise michielli,giovanni battista menegotto,"('giovannino', 54)","('michielli', 100)",michielli,
6364,362.0,Silvestro Bembo,Zuane Zanetti,Casa a pepian et Bottega da Masteler,24.0,,Calle del Carbon,"['housing', 'shop']",13268,"[12.33476786, 45.43599804]",silvestro bembo,zuane zanetti,"('zanetti', 100)","('bembo', 100)",bembo,zanetti
6365,363.0,Francesco Foscari,Isidoro Bellucci,Casa in soler,42.0,,Calle del Carbon,"['housing', 'storage']",13268,"[12.33478545, 45.43597689]",francesco foscari,isidoro bellucci,"('de belli', 58)","('foscari', 100)",foscari,
6366,364.0,Cattarina Maria Falier Corner,Bastian Cargnel,"Casa, et Bottega da Fabro",38.0,,Calle del Carbon,"['housing', 'shop']",13268,"[12.33480405, 45.43596116]",cattarina maria falier corner,bastian cargnel,"('bastian', 100)","('falier', 100)",falier,bastian
6367,365.0,Cattarina Maria Falier Corner,Cattarina Furlana,Casa a pepian,10.0,,Calle del Carbon,['housing'],13268,"[12.33482023, 45.43594267]",cattarina maria falier corner,cattarina furlana,"('catterina', 62)","('falier', 100)",falier,
6368,371.0,Francesco Foscari,Francesco Colombo,Bottega da Orese,30.0,,Salizzada,['shop'],13268,"[12.33489188, 45.43581678]",francesco foscari,francesco colombo,"('colombo', 100)","('foscari', 100)",foscari,colombo
6369,372.0,Francesco Foscari,Angelo Formenti,Bottega da Barbier,15.0,,Salizzada,['shop'],13268,"[12.33486862, 45.43580949]",francesco foscari,angelo formenti,"('formenti', 100)","('foscari', 100)",foscari,formenti
6370,373.0,Francesco Foscari,Zuanne Bevilacqua,Bottega da Marzer,26.0,,Salizzada,['shop'],13268,"[12.33484336, 45.43580396]",francesco foscari,zuanne bevilacqua,"('bevilacqua', 100)","('foscari', 100)",foscari,bevilacqua
6371,374.0,Francesco Foscari,Domenico Perosa,Casa in soler,24.0,,Salizzada,"['housing', 'storage']",13268,"[12.33481438, 45.4357961]",francesco foscari,domenico perosa,"('perosa', 100)","('foscari', 100)",foscari,perosa
6372,375.0,Francesco Foscari,Francesco Sanzonio,Casa in soler,18.0,,Salizzada,"['housing', 'storage']",13268,"[12.33471459, 45.43577446]",francesco foscari,francesco sanzonio,"('sanzonio', 100)","('foscari', 100)",foscari,sanzonio
6373,376.0,Francesco Foscari,Gaetano Christinelli,Casa in soler,10.0,,Salizzada,"['housing', 'storage']",13268,"[12.33469371, 45.43577082]",francesco foscari,gaetano christinelli,"('cristinelli', 71)","('foscari', 100)",foscari,
6374,377.0,Fabio Bonvicini,Valentin Clara,"Casa, et Bottega da Strazzarol",88.0,,Salizzada,"['housing', 'shop']",13268,"[12.33475364, 45.43578525]",fabio bonvicini,valentin clara,"('cavaletti', 70)","('bonvicini', 100)",bonvicini,
6375,378.0,Francesco Foscari,Antonio dal Biancho,Bottega da spechier,30.0,,Salizzada,['shop'],13268,"[12.33469847, 45.4357916]",francesco foscari,antonio dal biancho,"('dal', 100)","('foscari', 100)",foscari,dal
6376,389.0,"Per uso, et habitazione propria di Felippo Farsetti",,Palazzo,,1298.0,Calle di Ca' Lando in Salizzada,['palace'],1298,"[12.33405908, 45.43625414]","per uso, et habitazione propria di felippo farsetti",nan,"('nani', 86)","('farsetti', 100)",farsetti,
6377,390.0,Felippo Farsetti,Agostin Galdaldin,Apartamenti di sopra del detto Palazzo,220.0,1298.0,Calle di Ca' Lando in Salizzada,['palace'],1298,"[12.3341126, 45.43620149]",felippo farsetti,agostin galdaldin,"('galdaldini', 67)","('farsetti', 100)",farsetti,
6378,391.0,Felippo Farsetti,"Antonio Schiavi, et Antonio Chrestinelli",Due Maghazeni,24.0,1299.0,Calle di Ca' Lando in Salizzada,[],1299,"[12.33422385, 45.4360882]",felippo farsetti,"antonio schiavi, et antonio chrestinelli","('antonelli', 45)","('farsetti', 100)",farsetti,
6379,392.0,Felippo Farsetti,Pietro Maffei,Casa in soler con Maghazeni,200.0,1299.0,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",1299,"[12.33424407, 45.43606532]",felippo farsetti,pietro maffei,"('maffei', 100)","('farsetti', 100)",farsetti,maffei
6380,393.0,Giovanni Gioseppe Conte Gioanelli,Bernardo Giliberti,Casa in soler,72.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33434561, 45.43602277]",giovanni gioseppe conte gioanelli,bernardo giliberti,"('bernardo', 100)","('giovanelli', 42)",,bernardo
6381,394.0,Chiara relicta Giuseppe Bonucci,Chiara Relita del quondam Giuseppe Bonucci per uso della stessa,Casa in soler,,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33442428, 45.43597789]",chiara relicta giuseppe bonucci,chiara relita del quondam giuseppe bonucci per uso della stessa,"('del', 100)","('bocchiali', 45)",,
6382,395.0,Giovanni Gioseppe Conte Gioanelli,Iseppo Girardi,Casa in soler,32.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33446646, 45.43592228]",giovanni gioseppe conte gioanelli,iseppo girardi,"('girardi', 100)","('giovanelli', 42)",,girardi
6383,396.0,Per portione Gaetano Gioanelli,Antonio Centenari,Casa in soler,25.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.334510850000001, 45.43587391]",per portione gaetano gioanelli,antonio centenari,"('centenari', 100)","('angelieri', 46)",,centenari
6384,379.0,Francesco Foscari,Antonio Schiavi et Antonio Chrestinelli,Casa in soler,54.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33464067, 45.43579968]",francesco foscari,antonio schiavi et antonio chrestinelli,"('antonelli', 45)","('foscari', 100)",foscari,
6385,380.0,Bernardi in Calle delle Rasse,Giovanni Maria Scarpato,Casa in soler,36.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33458752, 45.4358173]",bernardi in calle delle rasse,giovanni maria scarpato,"('giovannino', 55)","('bernardi', 100)",bernardi,
6386,381.0,Francesco Foscari,Giovanni Maria Scarpato,Casetta a pepian,14.0,,Calle di Ca' Lando in Salizzada,['housing'],13268,"[12.33456438, 45.43584821]",francesco foscari,giovanni maria scarpato,"('giovannino', 55)","('foscari', 100)",foscari,
6387,382.0,Gerolemo Ascanio Giustinian,Antonio dalla Vecchia,Casa in soler,40.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33454358, 45.43586973]",gerolemo ascanio giustinian,antonio dalla vecchia,"('dalla vecchia', 100)","('giustinian', 100)",giustinian,dalla vecchia
6388,383.0,Gerolemo Ascanio Giustinian,Giovanni Maria Scarpato,Casetta a pepian,14.0,,Calle di Ca' Lando in Salizzada,['housing'],13268,"[12.33452396, 45.43589353]",gerolemo ascanio giustinian,giovanni maria scarpato,"('giovannino', 55)","('giustinian', 100)",giustinian,
6389,384.0,Gerolemo Ascanio Giustinian,Isabetta Relita del Antonio Albrizzi,Casa in soler,37.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33450226, 45.43592087]",gerolemo ascanio giustinian,isabetta relita del antonio albrizzi,"('albrizzi', 100)","('giustinian', 100)",giustinian,albrizzi
6390,385.0,Vicenzo Capello,Benvenutta Pauli,Casetta a pepian,12.0,,Calle di Ca' Lando in Salizzada,['housing'],13268,"[12.33447148, 45.43595115]",vicenzo capello,benvenutta pauli,"('pauli', 100)","('capello', 100)",capello,pauli
6391,386.0,Antonio Donà,Zuanne Plateo,Casa in soler,27.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.3344416, 45.43598953]",antonio donà,zuanne plateo,"('plateo', 100)","('donÃ\xa0', 100)",donÃ ,plateo
6392,387.0,Antonio Donà,Pietro Quazzi,Casa in soler,60.0,,Calle di Ca' Lando in Salizzada,"['housing', 'storage']",13268,"[12.33439056, 45.43604358]",antonio donà,pietro quazzi,"('peruzzi', 70)","('donÃ\xa0', 100)",donÃ ,
6393,388.0,Antonio Donà,Pietro Quazzi,Due Maghazeni,18.0,,Calle di Ca' Lando in Salizzada,[],13268,"[12.33436848, 45.436079]",antonio donà,pietro quazzi,"('peruzzi', 70)","('donÃ\xa0', 100)",donÃ ,
6394,397.0,Federico Chiepolo,,"Casa, et Bottega in fabrica",84.0,1306.0,Salizzada,"['housing', 'shop']",1306,"[12.33457689, 45.43574519]",federico chiepolo,nan,"('nani', 86)","('federico', 100)",federico,
6395,398.0,"Gaetano Conte Giovanelli, et Fratelli",Vicenzo Taghagin,Bottega da Barbier,22.0,,Salizzada,['shop'],13268,"[12.33451757, 45.43573122]","gaetano conte giovanelli, et fratelli",vicenzo taghagin,"('gagini', 55)","('giovanelli', 100)",giovanelli,
6396,399.0,"Gaetano Conte Giovanelli, et Fratelli","Antonio Schiavi, et Antonio Chrestinelli",Maghazen da paglia,12.0,1307.0,Calle di Sant'Antonio in Salizzada,['storage'],1307,"[12.33445636, 45.43578459]","gaetano conte giovanelli, et fratelli","antonio schiavi, et antonio chrestinelli","('antonelli', 45)","('giovanelli', 100)",giovanelli,
6397,400.0,"Lorenzo Tiepolo, et Fratelli","Iseppo, et Francesco Fratelli Costantini",Casa in soler,70.0,1308.0,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",1308,"[12.33437323, 45.43586979]","lorenzo tiepolo, et fratelli","iseppo, et francesco fratelli costantini","('costantini', 100)","('tiepolo', 100)",tiepolo,costantini
6398,401.0,Per portion a Lorenzo Tiepolo,Alba Conventi,Casa in soler,15.0,,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",13268,"[12.33429257, 45.43595685]",per portion a lorenzo tiepolo,alba conventi,"('contenti', 67)","('tiepolo', 100)",tiepolo,
6399,402.0,"Gaetano Conte Giovanelli, et Fratelli",Bortolo Bevillaqua,Casa in soler,48.0,,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",13268,"[12.33426177, 45.43598757]","gaetano conte giovanelli, et fratelli",bortolo bevillaqua,"('bevilacqua', 64)","('giovanelli', 100)",giovanelli,
6400,403.0,"Anna Maria et riscuote Gerolemo Civran, Procuratore della suddetta",Paulo Valle,Casa in soler,40.0,,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",13268,"[12.33428062, 45.43591255]","anna maria et riscuote gerolemo civran, procuratore della suddetta",paulo valle,"('valle', 100)","('anna', 100)",anna,valle
6401,404.0,"Gaetano Conte Giovanelli, et Fratelli",Domenico Nadali,Casa in soler,52.0,,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",13268,"[12.33434841, 45.43582789]","gaetano conte giovanelli, et fratelli",domenico nadali,"('nadali', 100)","('giovanelli', 100)",giovanelli,nadali
6402,405.0,Cattarina Calogera Sanzonio,Pietro Bonato,Casa in soler,28.0,,Calle di Sant'Antonio in Salizzada,"['housing', 'storage']",13268,"[12.33439807, 45.43577605]",cattarina calogera sanzonio,pietro bonato,"('monastero', 64)","('calogera', 100)",calogera,
6403,406.0,"Lorenzo Tiepolo Cavalier e Procurator, et Fratelli",Michiel Davan,Bottega da Marangon,12.0,1305.0,Salizzada,['shop'],1305,"[12.33445069, 45.43568834]","lorenzo tiepolo cavalier e procurator, et fratelli",michiel davan,"('michiel', 100)","('tiepolo', 100)",tiepolo,michiel
6404,407.0,"Lorenzo Tiepolo Cavalier e Procurator, et Fratelli",Pietro Donati,Bottega da Calzzetta,22.0,1305.0,Salizzada,['shop'],1305,"[12.33441665, 45.43567946]","lorenzo tiepolo cavalier e procurator, et fratelli",pietro donati,"('donati', 100)","('tiepolo', 100)",tiepolo,donati
6405,408.0,"Lorenzo Tiepolo Cavalier e Procurator, et Fratelli",Giovanni Battista Campiuti,"Casa, et Bottega da Varotter",55.0,1305.0,Salizzada,"['housing', 'shop']",1305,"[12.33439409, 45.43567084]","lorenzo tiepolo cavalier e procurator, et fratelli",giovanni battista campiuti,"('battistini', 56)","('tiepolo', 100)",tiepolo,
6406,409.0,Marc'Antonio Mocenigo,Bortolo Bevillaqua,Bottega da Sartor,20.0,1275.0,Salizzada,['shop'],1275,"[12.33434433, 45.43564363]",marc'antonio mocenigo,bortolo bevillaqua,"('bevilacqua', 64)","('mocenigo', 100)",mocenigo,
6407,410.0,Marc'Antonio Mocenigo,Giacomo Bordeson,"Casa, et Bottega da Indorador",90.0,1275.0,Salizzada,"['housing', 'shop']",1275,"[12.33435147, 45.43562763]",marc'antonio mocenigo,giacomo bordeson,"('ressonico', 64)","('mocenigo', 100)",mocenigo,
6408,411.0,Marc'Antonio Mocenigo,Giovanni Battista Piasenti,Bottega da Petener,15.0,1275.0,Salizzada,['shop'],1275,"[12.33436502, 45.43561087]",marc'antonio mocenigo,giovanni battista piasenti,"('piasenti', 100)","('mocenigo', 100)",mocenigo,piasenti
6409,412.0,Marc'Antonio Mocenigo,Angelo Caleghari,Casetta a pepian,13.0,1275.0,In fazza la Chiesa di San Paternian,['housing'],1275,"[12.334394230000001, 45.4355325]",marc'antonio mocenigo,angelo caleghari,"('calegari', 67)","('mocenigo', 100)",mocenigo,
6410,413.0,Marc'Antonio Mocenigo,Antonio Fontana,Bottega da Sartor,16.0,1275.0,In fazza la Chiesa di San Paternian,['shop'],1275,"[12.3343463, 45.4355206]",marc'antonio mocenigo,antonio fontana,"('fontana', 100)","('mocenigo', 100)",mocenigo,fontana
6411,414.0,Marc'Antonio Mocenigo,Michiel Mazzon,Bottega da Marangon,20.0,1275.0,In fazza la Chiesa di San Paternian,['shop'],1275,"[12.33428193, 45.43550562]",marc'antonio mocenigo,michiel mazzon,"('michiel', 100)","('mocenigo', 100)",mocenigo,michiel
6412,415.0,Marc'Antonio Mocenigo,Giacomina Deotto,Bottega da Tesser,22.0,1275.0,In fazza la Chiesa di San Paternian,['shop'],1275,"[12.33422899, 45.43549181]",marc'antonio mocenigo,giacomina deotto,"('dettamanina', 67)","('mocenigo', 100)",mocenigo,
6413,416.0,Marc'Antonio Mocenigo,Don Giuseppe detto Cella,"Casa in soler, et Bottega",70.0,1275.0,In fazza la Chiesa di San Paternian,"['housing', 'shop', 'storage']",1275,"[12.33417609, 45.4354771]",marc'antonio mocenigo,don giuseppe detto cella,"('donÃ\xa0', 100)","('mocenigo', 100)",mocenigo,donÃ 
6414,417.0,Marc'Antonio Mocenigo,Francesco Costadon,Casa in soler,160.0,1275.0,In fazza la Chiesa di San Paternian,"['housing', 'storage']",1275,"[12.33410377, 45.43546822]",marc'antonio mocenigo,francesco costadon,"('francesconi', 62)","('mocenigo', 100)",mocenigo,
6415,418.0,Figli del quondam Francesco Spilimbergo,Pre Pietro Bianchi,Casa in soler,90.0,,In fazza la Chiesa di San Paternian,"['housing', 'storage']",13268,"[12.33404356, 45.4354192]",figli del quondam francesco spilimbergo,pre pietro bianchi,"('bianchi', 100)","('del', 100)",,bianchi
6416,419.0,Francesco Bocchi,Giulia Preati,Casa in soler,150.0,,In fazza la Chiesa di San Paternian,"['housing', 'storage']",13268,"[12.33391095, 45.43539005]",francesco bocchi,giulia preati,"('giurati', 70)","('bocchi', 100)",bocchi,
6417,410.0,Marco Magno,Nicolò Druetti,Casa in soler,120.0,1277.0,Campiello della Chiesa,"['housing', 'storage']",1277,"[12.33386771, 45.4356307]",marco magno,nicolò druetti,"('de vico', 60)","('magno', 100)",magno,
6418,411.0,Marco Magno,"Francesco, et Domenico Fratelli Mainardi",Casa in soler,170.0,1276.0,Campiello della Chiesa,"['housing', 'storage']",1276,"[12.3338793, 45.43557437]",marco magno,"francesco, et domenico fratelli mainardi","('mainardi', 100)","('magno', 100)",magno,mainardi
6419,412.0,Marc'Antonio Mocenigo,Alessandro Agrizzo,Casa in soler,70.0,1275.0,Campiello della Chiesa,"['housing', 'storage']",1275,"[12.33407424, 45.43563463]",marc'antonio mocenigo,alessandro agrizzo,"('alessandri', 64)","('mocenigo', 100)",mocenigo,
6420,413.0,Marc'Antonio Mocenigo,Appolonia Dinet,Casa in soler,12.0,1275.0,Campiello della Chiesa,"['housing', 'storage']",1275,"[12.33415858, 45.43565906]",marc'antonio mocenigo,appolonia dinet,"('appoloni', 70)","('mocenigo', 100)",mocenigo,
6421,414.0,Marc'Antonio Mocenigo,Antonio Coggia,Casa in soler,12.0,1275.0,Campiello della Chiesa,"['housing', 'storage']",1275,"[12.33423158, 45.43568052]",marc'antonio mocenigo,antonio coggia,"('antonini', 64)","('mocenigo', 100)",mocenigo,
6422,415.0,Lorenzo Tiepolo Cavalier et Procurator et Fratelli,Carlo Bellaudis,Casa in soler,40.0,,Campiello della Chiesa,"['housing', 'storage']",13268,"[12.33432252, 45.43575452]",lorenzo tiepolo cavalier et procurator et fratelli,carlo bellaudis,"('carlo', 100)","('tiepolo', 100)",tiepolo,carlo
6423,416.0,"Giuseppe Conte Giovanelli, et Fratelli",Carlo Alessandri,Casa in soler,44.0,1304.0,Campiello della Chiesa,"['housing', 'storage']",1304,"[12.33424988, 45.43576268]","giuseppe conte giovanelli, et fratelli",carlo alessandri,"('alessandri', 100)","('giovanelli', 100)",giovanelli,alessandri
6424,417.0,Giuseppe Conte Giovanelli,Pre Zuanne Ballio come Nipote della quondam Beatrice Zorzi,Casa in soler,38.0,,Campiello della Chiesa,"['housing', 'storage']",13268,"[12.33422153, 45.43579187]",giuseppe conte giovanelli,pre zuanne ballio come nipote della quondam beatrice zorzi,"('zorzi', 100)","('giovanelli', 100)",giovanelli,zorzi
6425,317.0,Enrico Dandolo,Antonio Imperial,Casetta a pepian,,,Corte di Ca' Dandolo,['housing'],13268,"[12.33476185, 45.43628808]",enrico dandolo,antonio imperial,"('antonini', 58)","('dandolo', 100)",dandolo,
6426,318.0,"Marco, et Andrea Dandolo",Mattio Imperial,Casetta in soler,16.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.33473304, 45.43627662]","marco, et andrea dandolo",mattio imperial,"('morilbatto', 64)","('dandolo', 100)",dandolo,
6427,319.0,Andrea Dandolo,Isabetta Partesana,Casetta a pepian,,,Corte di Ca' Dandolo,['housing'],13268,"[12.33469886, 45.43625741]",andrea dandolo,isabetta partesana,"('caresana', 54)","('dandolo', 100)",dandolo,
6428,320.0,Enrico Dandolo,Pietro Orssinolla,Casetta in soler,16.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.33467768, 45.43624658]",enrico dandolo,pietro orssinolla,"('torselato', 54)","('dandolo', 100)",dandolo,
6429,321.0,Fanin Dandolo,Cattarina Sala,Casetta a pepian,,,Corte di Ca' Dandolo,['housing'],13268,"[12.33465981, 45.43623314]",fanin dandolo,cattarina sala,"('sala', 100)","('dandolo', 100)",dandolo,sala
6430,322.0,Antonio Dandolo,Antonio Tagliaferro,Casetta in soler,20.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.3346354, 45.43622314]",antonio dandolo,antonio tagliaferro,"('battaglia', 57)","('dandolo', 100)",dandolo,
6431,323.0,Enrico Dandolo,Giovanni Battista Olivi,Casetta in soler,14.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.33462063, 45.43623851]",enrico dandolo,giovanni battista olivi,"('olivi', 100)","('dandolo', 100)",dandolo,olivi
6432,324.0,Enrico Dandolo,Antonio Piccini,Casetta in soler,16.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.3346046, 45.43625386]",enrico dandolo,antonio piccini,"('piccini', 100)","('dandolo', 100)",dandolo,piccini
6433,325.0,Enrico Dandolo,Valerio Scherzanella,Casetta in soler,20.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.33458572, 45.43627543]",enrico dandolo,valerio scherzanella,"('dalla valle', 58)","('dandolo', 100)",dandolo,
6434,326.0,"Andrea, et Marco Dandolo",Tomaso Cazzato,Casetta in soler,18.0,,Corte di Ca' Dandolo,"['housing', 'storage']",13268,"[12.3345765, 45.43629498]","andrea, et marco dandolo",tomaso cazzato,"('cattasio', 64)","('dandolo', 100)",dandolo,
6435,289.0,Per portion a Zuanne Dolfin,Francesco Scotti,Bottega da Collori,25.0,,Campo Grande,['shop'],13268,"[12.33539227, 45.43593249]",per portion a zuanne dolfin,francesco scotti,"('scotti', 100)","('dolfin', 100)",dolfin,scotti
6436,290.0,Cattarina Maria Falier Corner,Francesco Buffelli,Bottega da Linarol,19.0,,Campo Grande,['shop'],13268,"[12.33537051, 45.43592384]",cattarina maria falier corner,francesco buffelli,"('francesconi', 62)","('falier', 100)",falier,
